,static_text,log_level,project,log_level_encoded
4886,Exception writing to internal frame buffer,error,HBase,0
4887,TTransportException writing to internal frame buffer,error,HBase,0
4888,Exception writing to internal frame buffer,error,HBase,0
4889,TTransportException inside handler,error,HBase,0
4890,TApplicationException inside handler,error,HBase,0
4891,Exception inside handler,error,HBase,0
4892,Exception writing to internal frame buffer,error,HBase,0
4893,TTransportException writing to internal frame buffer,error,HBase,0
4894,Exception writing to internal frame buffer,error,HBase,0
4895,TTransportException inside handler,error,HBase,0
4896,TApplicationException inside handler,error,HBase,0
4897,Exception inside handler,error,HBase,0
4898,Exception writing to internal frame buffer,error,HBase,0
4899,TTransportException writing to internal frame buffer,error,HBase,0
4900,Exception writing to internal frame buffer,error,HBase,0
4901,TTransportException inside handler,error,HBase,0
4902,TApplicationException inside handler,error,HBase,0
4903,Exception inside handler,error,HBase,0
4904,Exception writing to internal frame buffer,error,HBase,0
4905,TTransportException writing to internal frame buffer,error,HBase,0
4906,Exception writing to internal frame buffer,error,HBase,0
4907,TTransportException inside handler,error,HBase,0
4908,TApplicationException inside handler,error,HBase,0
4909,Exception inside handler,error,HBase,0
4910,Exception writing to internal frame buffer,error,HBase,0
4911,TTransportException writing to internal frame buffer,error,HBase,0
4912,Exception writing to internal frame buffer,error,HBase,0
4913,TTransportException inside handler,error,HBase,0
4914,TApplicationException inside handler,error,HBase,0
4915,Exception inside handler,error,HBase,0
4916,Exception writing to internal frame buffer,error,HBase,0
4917,TTransportException writing to internal frame buffer,error,HBase,0
4918,Exception writing to internal frame buffer,error,HBase,0
4919,TTransportException inside handler,error,HBase,0
4920,TApplicationException inside handler,error,HBase,0
4921,Exception inside handler,error,HBase,0
4922,Exception writing to internal frame buffer,error,HBase,0
4923,TTransportException writing to internal frame buffer,error,HBase,0
4924,Exception writing to internal frame buffer,error,HBase,0
4925,TTransportException inside handler,error,HBase,0
4926,TApplicationException inside handler,error,HBase,0
4927,Exception inside handler,error,HBase,0
4928,Exception writing to internal frame buffer,error,HBase,0
4929,TTransportException writing to internal frame buffer,error,HBase,0
4930,Exception writing to internal frame buffer,error,HBase,0
4931,TTransportException inside handler,error,HBase,0
4932,TApplicationException inside handler,error,HBase,0
4933,Exception inside handler,error,HBase,0
4934,Exception writing to internal frame buffer,error,HBase,0
4935,TTransportException writing to internal frame buffer,error,HBase,0
4936,Exception writing to internal frame buffer,error,HBase,0
4937,TTransportException inside handler,error,HBase,0
4938,TApplicationException inside handler,error,HBase,0
4939,Exception inside handler,error,HBase,0
4940,Exception writing to internal frame buffer,error,HBase,0
4941,TTransportException writing to internal frame buffer,error,HBase,0
4942,Exception writing to internal frame buffer,error,HBase,0
4943,TTransportException inside handler,error,HBase,0
4944,TApplicationException inside handler,error,HBase,0
4945,Exception inside handler,error,HBase,0
4946,Exception writing to internal frame buffer,error,HBase,0
4947,TTransportException writing to internal frame buffer,error,HBase,0
4948,Exception writing to internal frame buffer,error,HBase,0
4949,TTransportException inside handler,error,HBase,0
4950,TApplicationException inside handler,error,HBase,0
4951,Exception inside handler,error,HBase,0
4952,Exception writing to internal frame buffer,error,HBase,0
4953,TTransportException writing to internal frame buffer,error,HBase,0
4954,Exception writing to internal frame buffer,error,HBase,0
4955,TTransportException inside handler,error,HBase,0
4956,TApplicationException inside handler,error,HBase,0
4957,Exception inside handler,error,HBase,0
4958,Exception writing to internal frame buffer,error,HBase,0
4959,TTransportException writing to internal frame buffer,error,HBase,0
4960,Exception writing to internal frame buffer,error,HBase,0
4961,TTransportException inside handler,error,HBase,0
4962,TApplicationException inside handler,error,HBase,0
4963,Exception inside handler,error,HBase,0
4964,Exception writing to internal frame buffer,error,HBase,0
4965,TTransportException writing to internal frame buffer,error,HBase,0
4966,Exception writing to internal frame buffer,error,HBase,0
4967,TTransportException inside handler,error,HBase,0
4968,TApplicationException inside handler,error,HBase,0
4969,Exception inside handler,error,HBase,0
4970,Exception writing to internal frame buffer,error,HBase,0
4971,TTransportException writing to internal frame buffer,error,HBase,0
4972,Exception writing to internal frame buffer,error,HBase,0
4973,TTransportException inside handler,error,HBase,0
4974,TApplicationException inside handler,error,HBase,0
4975,Exception inside handler,error,HBase,0
4976,Exception writing to internal frame buffer,error,HBase,0
4977,TTransportException writing to internal frame buffer,error,HBase,0
4978,Exception writing to internal frame buffer,error,HBase,0
4979,TTransportException inside handler,error,HBase,0
4980,TApplicationException inside handler,error,HBase,0
4981,Exception inside handler,error,HBase,0
4982,Exception writing to internal frame buffer,error,HBase,0
4983,TTransportException writing to internal frame buffer,error,HBase,0
4984,Exception writing to internal frame buffer,error,HBase,0
4985,TTransportException inside handler,error,HBase,0
4986,TApplicationException inside handler,error,HBase,0
4987,Exception inside handler,error,HBase,0
4988,Exception writing to internal frame buffer,error,HBase,0
4989,TTransportException writing to internal frame buffer,error,HBase,0
4990,Exception writing to internal frame buffer,error,HBase,0
4991,TTransportException inside handler,error,HBase,0
4992,TApplicationException inside handler,error,HBase,0
4993,Exception inside handler,error,HBase,0
4994,Exception writing to internal frame buffer,error,HBase,0
4995,TTransportException writing to internal frame buffer,error,HBase,0
4996,Exception writing to internal frame buffer,error,HBase,0
4997,TTransportException inside handler,error,HBase,0
4998,TApplicationException inside handler,error,HBase,0
4999,Exception inside handler,error,HBase,0
5000,Exception writing to internal frame buffer,error,HBase,0
5001,TTransportException writing to internal frame buffer,error,HBase,0
5002,Exception writing to internal frame buffer,error,HBase,0
5003,TTransportException inside handler,error,HBase,0
5004,TApplicationException inside handler,error,HBase,0
5005,Exception inside handler,error,HBase,0
5006,Exception writing to internal frame buffer,error,HBase,0
5007,TTransportException writing to internal frame buffer,error,HBase,0
5008,Exception writing to internal frame buffer,error,HBase,0
5009,TTransportException inside handler,error,HBase,0
5010,TApplicationException inside handler,error,HBase,0
5011,Exception inside handler,error,HBase,0
5012,Exception writing to internal frame buffer,error,HBase,0
5013,TTransportException writing to internal frame buffer,error,HBase,0
5014,Exception writing to internal frame buffer,error,HBase,0
5015,TTransportException inside handler,error,HBase,0
5016,TApplicationException inside handler,error,HBase,0
5017,Exception inside handler,error,HBase,0
5018,Exception writing to internal frame buffer,error,HBase,0
5019,TTransportException writing to internal frame buffer,error,HBase,0
5020,Exception writing to internal frame buffer,error,HBase,0
5021,TTransportException inside handler,error,HBase,0
5022,TApplicationException inside handler,error,HBase,0
5023,Exception inside handler,error,HBase,0
5024,Exception writing to internal frame buffer,error,HBase,0
5025,TTransportException writing to internal frame buffer,error,HBase,0
5026,Exception writing to internal frame buffer,error,HBase,0
5027,TTransportException inside handler,error,HBase,0
5028,TApplicationException inside handler,error,HBase,0
5029,Exception inside handler,error,HBase,0
5030,Exception writing to internal frame buffer,error,HBase,0
5031,TTransportException writing to internal frame buffer,error,HBase,0
5032,Exception writing to internal frame buffer,error,HBase,0
5033,TTransportException inside handler,error,HBase,0
5034,TApplicationException inside handler,error,HBase,0
5035,Exception inside handler,error,HBase,0
5036,Exception writing to internal frame buffer,error,HBase,0
5037,TTransportException writing to internal frame buffer,error,HBase,0
5038,Exception writing to internal frame buffer,error,HBase,0
5039,TTransportException inside handler,error,HBase,0
5040,TApplicationException inside handler,error,HBase,0
5041,Exception inside handler,error,HBase,0
5042,Exception writing to internal frame buffer,error,HBase,0
5043,TTransportException writing to internal frame buffer,error,HBase,0
5044,Exception writing to internal frame buffer,error,HBase,0
5045,TTransportException inside handler,error,HBase,0
5046,TApplicationException inside handler,error,HBase,0
5047,Exception inside handler,error,HBase,0
5048,Exception writing to internal frame buffer,error,HBase,0
5049,TTransportException writing to internal frame buffer,error,HBase,0
5050,Exception writing to internal frame buffer,error,HBase,0
5051,TTransportException inside handler,error,HBase,0
5052,TApplicationException inside handler,error,HBase,0
5053,Exception inside handler,error,HBase,0
5054,Exception writing to internal frame buffer,error,HBase,0
5055,TTransportException writing to internal frame buffer,error,HBase,0
5056,Exception writing to internal frame buffer,error,HBase,0
5057,TTransportException inside handler,error,HBase,0
5058,TApplicationException inside handler,error,HBase,0
5059,Exception inside handler,error,HBase,0
5060,Exception writing to internal frame buffer,error,HBase,0
5061,TTransportException writing to internal frame buffer,error,HBase,0
5062,Exception writing to internal frame buffer,error,HBase,0
5063,TTransportException inside handler,error,HBase,0
5064,TApplicationException inside handler,error,HBase,0
5065,Exception inside handler,error,HBase,0
5066,Exception writing to internal frame buffer,error,HBase,0
5067,TTransportException writing to internal frame buffer,error,HBase,0
5068,Exception writing to internal frame buffer,error,HBase,0
5069,TTransportException inside handler,error,HBase,0
5070,TApplicationException inside handler,error,HBase,0
5071,Exception inside handler,error,HBase,0
5072,Exception writing to internal frame buffer,error,HBase,0
5073,TTransportException writing to internal frame buffer,error,HBase,0
5074,Exception writing to internal frame buffer,error,HBase,0
5075,TTransportException inside handler,error,HBase,0
5076,TApplicationException inside handler,error,HBase,0
5077,Exception inside handler,error,HBase,0
5078,Exception writing to internal frame buffer,error,HBase,0
5079,TTransportException writing to internal frame buffer,error,HBase,0
5080,Exception writing to internal frame buffer,error,HBase,0
5081,TTransportException inside handler,error,HBase,0
5082,TApplicationException inside handler,error,HBase,0
5083,Exception inside handler,error,HBase,0
5084,Exception writing to internal frame buffer,error,HBase,0
5085,TTransportException writing to internal frame buffer,error,HBase,0
5086,Exception writing to internal frame buffer,error,HBase,0
5087,TTransportException inside handler,error,HBase,0
5088,TApplicationException inside handler,error,HBase,0
5089,Exception inside handler,error,HBase,0
5090,Exception writing to internal frame buffer,error,HBase,0
5091,TTransportException writing to internal frame buffer,error,HBase,0
5092,Exception writing to internal frame buffer,error,HBase,0
5093,TTransportException inside handler,error,HBase,0
5094,TApplicationException inside handler,error,HBase,0
5095,Exception inside handler,error,HBase,0
5096,Exception writing to internal frame buffer,error,HBase,0
5097,TTransportException writing to internal frame buffer,error,HBase,0
5098,Exception writing to internal frame buffer,error,HBase,0
5099,TTransportException inside handler,error,HBase,0
5100,TApplicationException inside handler,error,HBase,0
5101,Exception inside handler,error,HBase,0
5102,Exception writing to internal frame buffer,error,HBase,0
5103,TTransportException writing to internal frame buffer,error,HBase,0
5104,Exception writing to internal frame buffer,error,HBase,0
5105,TTransportException inside handler,error,HBase,0
5106,TApplicationException inside handler,error,HBase,0
5107,Exception inside handler,error,HBase,0
5108,Exception writing to internal frame buffer,error,HBase,0
5109,TTransportException writing to internal frame buffer,error,HBase,0
5110,Exception writing to internal frame buffer,error,HBase,0
5111,TTransportException inside handler,error,HBase,0
5112,TApplicationException inside handler,error,HBase,0
5113,Exception inside handler,error,HBase,0
5114,Exception writing to internal frame buffer,error,HBase,0
5115,TTransportException writing to internal frame buffer,error,HBase,0
5116,Exception writing to internal frame buffer,error,HBase,0
5117,TTransportException inside handler,error,HBase,0
5118,TApplicationException inside handler,error,HBase,0
5119,Exception inside handler,error,HBase,0
5120,Exception writing to internal frame buffer,error,HBase,0
5121,TTransportException writing to internal frame buffer,error,HBase,0
5122,Exception writing to internal frame buffer,error,HBase,0
5123,TTransportException inside handler,error,HBase,0
5124,TApplicationException inside handler,error,HBase,0
5125,Exception inside handler,error,HBase,0
5126,Exception writing to internal frame buffer,error,HBase,0
5127,TTransportException writing to internal frame buffer,error,HBase,0
